Seriation_Number	Assemblage	856642-2757691-2485448	2-5029175-4	6922729-4-0	2120088-2757691-4	2-1012894-4	2-1-3	4003691-1-4	2-9823793-4	2-2-4374085	2520630-4-7757095	1-1-4	2-2757691-1686312	0-1-2	2-1737983-4	628139-2757691-4	9736702-1110788-4	2-4317178-1	4-9932594-2	5199077-2-4	2-5975874-4	2-7015184-2561806	2-0-1	3-4-7757095	1-4167850-4	150454-2-4	2-2757691-4	1-197153-4	2-2-6451082	9736702-2757691-4	6141344-7775752-6172702	2-2757691-8749631	2-3-3	2-4584324-4	7213399-2757691-4	1-1-333477	2-7775752-3660612	2-2-4	6267483-5471013-4	9736702-7138255-4	4089067-4577691-4	856642-2848389-4	2-2086668-4	2-3925605-6172702	4-8766722-2	2-259599-6172702	5762348-2-4	2-2757691-4957561	9850474-2757691-4	4-5129553-2	1689370-2-4	3-4-0	0-6726595-2	2-259138-4	2-2-6587324	4129655-2-7992896	4-1-0	2-2757691-6172702	2-2-2561806	2-7775752-6172702	2-7775752-7982313	856642-2757691-4	6980907-2-4	2-2-543286	7213399-2757691-3933246	2-2757691-9508521	2-2757691-5395786	2-1803270-1	2-5192510-4	2-2757691-5011264	8634332-2-4	2-1-5186231	2-2410682-4	2-2-4027806	2-2757691-8816004
88	assemblage-834-987	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
88	assemblage-827-981	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22

89	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
89	assemblage-142-364	0	0	0	0	0	0	0	0	0	0	50	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
89	assemblage-724-723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	53	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	10

90	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
90	assemblage-142-364	0	0	0	0	0	0	0	0	0	0	50	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
90	assemblage-839-987	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28

91	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
91	assemblage-142-364	0	0	0	0	0	0	0	0	0	0	50	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
91	assemblage-362-744	0	0	0	0	0	0	0	0	8	0	38	0	0	14	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18

92	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
92	assemblage-142-364	0	0	0	0	0	0	0	0	0	0	50	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
92	assemblage-827-981	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22

93	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
93	assemblage-142-364	0	0	0	0	0	0	0	0	0	0	50	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
93	assemblage-749-925	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	29	0	5	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11

94	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
94	assemblage-142-364	0	0	0	0	0	0	0	0	0	0	50	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
94	assemblage-834-987	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27

95	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
95	assemblage-967-994	0	0	0	0	6	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	18
95	assemblage-724-723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	53	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	10

96	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
96	assemblage-967-994	0	0	0	0	6	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	18
96	assemblage-362-744	0	0	0	0	0	0	0	0	8	0	38	0	0	14	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18

97	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
97	assemblage-967-994	0	0	0	0	6	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	18
97	assemblage-749-925	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	29	0	5	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11

98	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
98	assemblage-967-994	0	0	0	0	6	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	18
98	assemblage-142-364	0	0	0	0	0	0	0	0	0	0	50	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13

99	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
99	assemblage-851-1006	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
99	assemblage-839-987	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28

100	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
100	assemblage-851-1006	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
100	assemblage-827-981	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22

101	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
101	assemblage-851-1006	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
101	assemblage-834-987	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27

102	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
102	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
102	assemblage-724-723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	53	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	10

103	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
103	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
103	assemblage-839-987	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28

104	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
104	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
104	assemblage-362-744	0	0	0	0	0	0	0	0	8	0	38	0	0	14	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18

105	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
105	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
105	assemblage-827-981	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22

106	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
106	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
106	assemblage-749-925	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	29	0	5	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11

107	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
107	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
107	assemblage-834-987	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27

108	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
108	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
108	assemblage-142-364	0	0	0	0	0	0	0	0	0	0	50	0	0	13	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13

109	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
109	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
109	assemblage-967-994	0	0	0	0	6	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	18

110	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
110	assemblage-418-895	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	26	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12
110	assemblage-851-1006	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32

111	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
111	assemblage-270-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	11	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	30
111	assemblage-724-723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	53	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	10

112	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
112	assemblage-270-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	11	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	30
112	assemblage-839-987	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28

113	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
113	assemblage-270-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	11	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	30
113	assemblage-362-744	0	0	0	0	0	0	0	0	8	0	38	0	0	14	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18

114	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
114	assemblage-270-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	11	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	30
114	assemblage-827-981	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22

115	assemblage-357-609	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
115	assemblage-270-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	11	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	30
115	assemblage-749-925	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	29	0	5	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11

