Assemblage_Name	3-825984-2	1-2-600017	667985-2-0	1581759-2-4160978	4779043-2-0	1-2-8508308	1-2496825-3	2-8600665-1	3-3-2	887277-2496825-3	3-7628619-2	1-2-210006	2-4-7177737	3-3-5674464	3840620-4-6094288	0-1-0	1-2-2509824	0-2142910-0	0-2980545-0	3988491-3-2	0-5801320-1	7129940-2-0	3-3-8280483	0-1-6432484	7202287-3-2	5220143-3-2	5817480-1-0	3840620-335903-1	1-9391180-0	0-6040300-0	2-9250355-4	0-1-2788888	0-2-1	807526-2-0	2197359-3-5674464	3840620-4-1	2-3092540-1	1-1880518-0	2-4-1	2-4-4	2-0-4	1-4007708-0	1-2496825-6154100	2-4-1098832	2-1940404-1	1-9977624-3	2-9501971-1	7386862-0-4	1-2-5838455	650636-4-1	1-749490-3	1-2-3	1-2-0	3906497-2-0	0-2-4380871	0-2399781-0	1-2-3323407	1-2496825-5460886	2885977-4-1	1-2-5099040	3-4575315-2	1-6649167-0	3889758-1-0	1-761108-0	3134806-2-3
assemblage-530-946	0	0	0	0	0	0	35	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	39	122	0	0	0	0	0	0	0	70	0	0	0	2
assemblage-538-463	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	165	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-343-583	0	0	0	0	0	0	0	0	358	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-587-474	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	15	0	39	0	0	85	0	0	0	0	0	17	0	0	0	0	0	0	7	229	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-779-616	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	183	259	0	0	0	0	0	0	0	0	0	0	0	2
assemblage-651-801	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	100	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	69	0	0	0	0	0	0	0	10
assemblage-215-393	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-383-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	18	0	0	0	0	0	45	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
assemblage-818-472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	3	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-633-331	0	0	0	0	0	0	6	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	43	0	0	52	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	22	213	0	0	0	0	0	0	0	21	0	0	0	5
assemblage-214-406	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	30	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	95	267	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-427-368	0	0	0	0	0	0	27	11	30	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	24	0	0	122	0	8	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-555-943	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	75	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-416-375	0	0	0	0	0	0	0	0	15	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	108	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-235-456	0	0	0	0	0	0	21	0	39	0	0	0	0	34	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	43	0	0	106	0	43	0	0	0	0	0	0	0	14	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	6
assemblage-568-464	0	0	0	0	0	0	15	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	98	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	3
assemblage-766-207	0	0	0	0	0	0	55	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	23	0	0	111	0	0	0	0	0	0	0	0	0	0	0	18	51	77	0	0	0	0	17	0	0	0	0	0	0	2
assemblage-128-363	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	9	260	0	0	0	0	0	0	39	0	0	0	0	0
assemblage-348-578	0	0	0	0	0	0	0	0	344	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-809-608	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	155	206	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-422-439	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	112	121	0	0	0	0	0	0	0	16	0	0	0	7
