Seriation_Number	Assemblage	823213-7284367-34515	3946190-4-2	5610498-2-4	2-4-5314329	3552585-4-2	2-4-8959839	823213-4-6600752	2-4-7135794	5805629-2-1	2-2-1	8092959-4-2776790	2-4-2776790	1699386-4-2	2-4-4103850	4958643-4-3646624	7250888-2-4	823213-4-1236678	0-2-4	823213-4-3690380	2-4-5562174	823213-2644870-34515	2-4-491684	823213-7284367-6082563	2-4-2	823213-4-6488607	2-2-672240	4958643-607828-3269122	4958643-4-3269122	2-4-3424143	4-2-4	2303633-4-2	7913822-607828-3269122	823213-4-34515	4378603-4-34515	2-7527780-1	2799825-2-4	823213-4-2	5805629-6272981-1	1699386-4-3037648	823213-2885997-34515	4958643-4-2	9659669-4-4103850	3911063-7284367-34515	823213-7284367-7464847	823213-1203819-34515	2-2523473-6266002	4958643-5160136-2	2-4-8411193	2209031-4-6488607	2-1301171-2776790	823213-360755-7270754	2-1100523-2	823213-1891676-6082563	823213-360755-34515	2205767-7284367-34515
3	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

4	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
4	assemblage-363-501	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	33	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
4	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

5	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
5	assemblage-363-501	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	33	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
5	assemblage-480-533	37	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	47	0	0	0	17	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	218	13

6	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
6	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26
6	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

7	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
7	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26
7	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

8	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
8	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
8	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

9	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
9	assemblage-363-501	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	33	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
9	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

10	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
10	assemblage-363-501	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	33	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
10	assemblage-480-533	37	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	47	0	0	0	17	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	218	13

11	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
11	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26
11	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

12	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
12	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
12	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

13	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
13	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
13	assemblage-480-533	37	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	47	0	0	0	17	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	218	13

14	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
14	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
14	assemblage-363-501	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	33	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37

15	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
15	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
15	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

16	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
16	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
16	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26

17	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
17	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
17	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

18	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
18	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
18	assemblage-480-533	37	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	47	0	0	0	17	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	218	13

19	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
19	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
19	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26

20	assemblage-362-519	9	111	0	0	0	0	45	17	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
20	assemblage-363-501	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	33	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
20	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

21	assemblage-362-519	9	111	0	0	0	0	45	17	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
21	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26
21	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

22	assemblage-362-519	9	111	0	0	0	0	45	17	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
22	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
22	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

23	assemblage-362-519	9	111	0	0	0	0	45	17	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
23	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
23	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

24	assemblage-362-519	9	111	0	0	0	0	45	17	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
24	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
24	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

25	assemblage-362-519	9	111	0	0	0	0	45	17	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
25	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
25	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26

26	assemblage-362-519	9	111	0	0	0	0	45	17	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
26	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
26	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

27	assemblage-362-519	9	111	0	0	0	0	45	17	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	45	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
27	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
27	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11

28	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
28	assemblage-363-501	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	33	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
28	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

29	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
29	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26
29	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

30	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
30	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
30	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

31	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
31	assemblage-988-869	0	0	0	0	0	0	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	0	0	0	0	423	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	11
31	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26

32	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
32	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
32	assemblage-85-91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	171	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	47	0	0	0	0	0	0	0	0	0	110	19

33	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
33	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
33	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

34	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
34	assemblage-1022-687	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	50	83	0	0	0	0	57	0	0	0	30	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	5	26
34	assemblage-595-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	8	0	30	0	0	0	23	0	0	353	26

35	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
35	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
35	assemblage-491-497	0	0	79	0	0	0	0	0	0	281	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9

36	assemblage-685-361	13	93	0	0	0	0	82	13	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	47	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
36	assemblage-507-342	0	0	0	0	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	418	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11
