Assemblage_Name	4-3398823-3	3128491-4-3	1-1-3	4-4-3242753	3-1-6082684	4-8034054-3	4-4-527897	4-4-5940319	4-1-2	4-6389093-9679342	4-9811105-4977722	931659-2-2	0-1-0	2610108-4-9679342	931659-2-9402471	3128491-4-6935916	4-2-1081999	5847693-4-3	1014608-4-8951103	4-9207126-2	4-488167-2	4-2583421-2	2-2-1	931659-2-1717574	4-6881239-2	4-5962044-3	8709997-4-3	4-0-3	4-18006-3	4018527-2-1	3-1-4	4-3671324-3	4299931-1-2	2255222-2-2	4-4-2304922	9049390-7537704-3	6279360-2-2	4067053-2-2	1871281-4-3	3-1-2	4-12348-4977722	7195954-4-3	127742-4-3	9049390-4-3	4-4-3	4-4-7252834	2959469-4-3	4-4-4977722	4-2-2	4-7777909-4977722	931659-2347877-2	4-4-9679342	4-5900093-9679342	4-4-5079040	7841482-2-2	4-8712003-3	4-4-6187429	4-2265196-4977722	4-2500284-3	4-4-8951103	4-6334714-3	4-4-7276571	4-3061366-3	4-4-2225908
assemblage-346-754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-343-509	0	0	0	0	30	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	21	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-564-266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	44	0	0	0	0	69	0	0	0	0	0	0	14
assemblage-887-364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	34	0	0	0	0	85	0	0	0	0	0	0	6
assemblage-727-745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	41	0	0	36	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-159-705	0	0	0	0	0	0	0	0	0	0	0	46	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-515-702	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	246	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-692-724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	32	0	0	52	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-533-694	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	177	0	0	280	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7
assemblage-857-390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	13	0	0	0	0	0	0	86	0	0	55	4
assemblage-349-757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	13	0	0	0	0	31	0	0	0	0	190	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-879-379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	294	18	0	0	0	0	0	0	0	0	0	0	7
assemblage-520-691	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	224	0	19	0	0	0	0	0	0	0	0	0	10
assemblage-352-519	0	0	0	0	40	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	20	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-839-987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11
assemblage-724-723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	34	0	0	47	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-269-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	6	0	426	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-834-987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	6	0	0	0	0	0	0	0	0	11
assemblage-352-772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	437	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	12	0	0	25
assemblage-347-771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	437	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	18	0	0	26
assemblage-268-940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	36	0	0	0	0	0	0	0	133	0	247	0	16
assemblage-146-728	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	230	0	11	0	0	0	0	0	0	0	0	0	12
assemblage-964-988	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-157-739	0	46	0	0	0	0	0	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	15	18	0	0	0	0	0	0	0	0	0	0	0	7	24	0	0	0	0	0	0	238	0	0	0	103	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9
assemblage-418-895	0	35	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	5	0	26	6	0	0	0	0	0	0	0	0	0	0	0	7	22	0	0	0	0	0	0	231	0	0	0	123	0	0	0	0	0	0	0	0	0	9	0	0	0	0	5
assemblage-349-945	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	87	0	0	0	0	0	0	198	181	0	0	0	6	0	0	0	0	0	0	13
assemblage-549-299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	17	0	0	0	0	0	0	123	0	0	0	0	7	0	0	89	0	238	0	9
assemblage-547-488	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
assemblage-206-355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	33	0	0	0	0	0	0	0	134	0	251	0	14
assemblage-185-363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	11	0	0	0	0	0	0	29	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	150	11
assemblage-886-386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	157	12
assemblage-118-366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	126	0	0	0	11	0	0	0	0	41	0	0	0	0	154	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
assemblage-162-980	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	177	0	0	270	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-200-370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	50	0	0	0	0	0	0	0	121	0	254	0	19
assemblage-503-578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	22	0	0	0	0	0	0	65	0	0	67	15
assemblage-202-368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	292	13	0	0	0	0	0	0	0	0	0	0	9
assemblage-264-933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	30	0	0	0	0	0	0	0	144	0	253	0	11
assemblage-124-373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
assemblage-144-970	0	0	0	0	0	0	0	0	0	0	0	15	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-268-932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	300	15	0	0	0	0	0	0	0	0	0	0	5
assemblage-421-910	0	26	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	8	0	12	11	0	0	0	0	0	0	0	0	0	0	0	5	25	0	0	0	0	0	0	240	0	0	0	127	0	0	0	0	0	0	0	0	0	11	0	0	0	0	9
assemblage-661-663	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	66	0	0	0	0	0	0	186	208	0	0	0	10	0	0	0	0	0	0	8
assemblage-878-367	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	77	0	0	0	0	0	0	205	180	0	0	0	20	0	0	0	0	0	0	4
assemblage-890-368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	15	0	0	0	0	0	0	141	0	0	0	0	10	0	0	68	0	233	0	11
assemblage-215-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	24	0	0	0	0	0	0	62	0	0	72	11
assemblage-270-241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	6	0	424	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-552-274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	31	0	0	0	0	75	0	0	0	0	0	0	23
assemblage-851-1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	0	0	0	0	0	7	0	0	0	0	0	0	0	0	16
assemblage-370-965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	15	0	0	0	0	0	0	147	0	0	0	0	6	0	0	63	0	236	0	9
assemblage-539-268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	438	0	5	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-374-948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	41	0	0	0	0	66	0	0	0	0	0	0	22
assemblage-396-911	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	6	0	0	217	0	15	0	0	0	0	0	0	0	0	0	13
assemblage-141-1001	0	0	0	0	0	0	0	0	0	0	0	25	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
assemblage-871-379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	158	15
assemblage-431-904	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	251	0	11	0	0	0	0	0	0	0	0	0	14
assemblage-838-986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	8	0	0	0	0	0	0	0	0	8
assemblage-853-988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10
assemblage-643-890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	407	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	8
assemblage-954-990	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
assemblage-359-943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	20	0	0	0	0	0	0	139	0	0	0	0	0	0	0	68	0	258	0	6
assemblage-493-587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	40	0	0	0	0	0	0	0	101	0	300	0	13
assemblage-139-994	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	2	0	0	221	0	17	0	0	0	0	0	0	0	0	0	12
assemblage-752-921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	21
assemblage-204-472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	12	0	0	0	0	32	0	0	0	0	188	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-523-676	0	30	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	30	15	0	0	0	0	0	0	0	0	0	0	0	8	25	0	0	0	0	0	0	234	0	0	0	112	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13
assemblage-264-950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	276	7	0	0	0	0	0	0	0	0	0	0	6
assemblage-362-505	0	0	0	0	44	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	18	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-368-489	0	0	0	0	45	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	23	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-150-708	0	29	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	11	0	14	15	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	269	0	0	0	97	0	0	0	0	0	0	0	0	0	8	0	0	0	0	14
assemblage-344-500	0	0	0	0	42	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	36	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-364-627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	40	0	0	34	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-341-745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	429	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	26	0	0	19
assemblage-554-282	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	445	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-158-689	0	0	0	0	0	0	0	0	0	0	0	22	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
assemblage-187-481	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	22	0	7	0	0	0	0	0	0	0	0	0	0	0	0	13
assemblage-847-379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	45	0	0	0	0	0	0	0	124	0	261	0	9
assemblage-163-698	0	29	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0	0	0	0	0	0	7	12	0	0	0	0	0	0	244	0	0	0	117	0	0	0	0	0	0	0	0	0	6	0	0	0	0	19
assemblage-761-903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	108	0	0	0	10	0	0	0	0	35	0	0	0	0	167	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
assemblage-147-979	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	193	0	0	241	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-120-380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	93	0	0	0	7	0	0	0	0	31	0	0	0	0	182	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
assemblage-356-762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	0	438	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	0	0	28
assemblage-830-1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	7	0	0	0	0	0	0	0	0	15
assemblage-897-363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	234	0	0	0	0	0	0	99	38	0	0	0	28	0	0	19	0	61	0	12
assemblage-538-479	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
