Seriation_Number	Assemblage	6290433-195482-3	0-5743483-3	0-5524256-6612528	3-7342081-6589441	0-8306395-3	3-2-5630330	2-2186270-3	3-6130860-4	0-5909510-3	1-2-3224084	5018466-4008915-5605897	2-2186270-2605362	3-2-1772264	3-6074349-4	0-4633653-3	2605777-200991-4124307	3-2-4	5035609-8306395-3	5018466-192050-1553007	5018466-192050-5605897	6293359-2-3	0-2-6612528	6985373-192050-5605897	2605777-200991-3	2-1040221-9155278	303886-1-6589441	0-200991-3	2-8233150-3	3301815-2-0	3301815-8416474-0	3-2-1097000	1-2-0	5018466-192050-3501361	4-4-4703712	3-4890700-2	1-195482-3	1-1354182-8559978	0-2776862-3	0-2-3	2-1040221-3	4-6246654-4703712	4669997-2-0	3-2-5502200	8265585-3-5605897	1-7022586-3	0-8306395-3320686	0-4531276-3	7918018-2-8231550	3855835-2-3	0-6336606-3	8268503-2-4	3-1-5488901	3-2-2801112	8453124-2-0	3-3-8550218	1-2-6043999	1-7826657-3	3-1-6589441	2-1040221-5103772	2-2186270-8899505	8453124-1072530-0	3-2-3326910	1-2-8231550	1-3144409-0	0-8306395-8525846	3-0-1	2875055-2186270-9642726	3-8214520-1772264	5018466-3-5605897	0-5877989-8525846	0-2-3299762
57	assemblage-671-734	0	0	0	0	49	8	0	0	0	0	0	0	0	0	0	65	216	0	0	11	0	0	0	11	0	0	15	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
57	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

58	assemblage-105-525	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	120	0	0	6	0	0	0	0	0	0	0	0	43	0	0	239	0	0	0	9	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
58	assemblage-564-211	0	11	0	0	0	0	0	0	0	0	0	0	84	0	0	12	14	0	0	0	0	77	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
58	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

59	assemblage-105-525	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	120	0	0	6	0	0	0	0	0	0	0	0	43	0	0	239	0	0	0	9	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
59	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
59	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

60	assemblage-105-525	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	120	0	0	6	0	0	0	0	0	0	0	0	43	0	0	239	0	0	0	9	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
60	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
60	assemblage-668-723	0	0	0	0	17	0	0	0	0	0	0	0	139	0	0	0	68	0	0	0	0	0	0	0	0	0	34	0	0	0	0	26	0	0	0	16	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	14

61	assemblage-105-525	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	120	0	0	6	0	0	0	0	0	0	0	0	43	0	0	239	0	0	0	9	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
61	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
61	assemblage-239-581	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	236	0	0	147	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7

62	assemblage-105-525	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	120	0	0	6	0	0	0	0	0	0	0	0	43	0	0	239	0	0	0	9	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
62	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
62	assemblage-252-585	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	222	0	0	169	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9

63	assemblage-105-525	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	120	0	0	6	0	0	0	0	0	0	0	0	43	0	0	239	0	0	0	9	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
63	assemblage-538-369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	163	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	8	28
63	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

64	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
64	assemblage-397-507	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	99	0	0	7	0	0	6	0	0	0	0	0	43	0	0	256	0	0	0	7	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
64	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

65	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
65	assemblage-386-638	0	0	0	0	6	0	0	0	0	0	0	0	23	0	0	0	200	0	0	0	0	29	0	0	0	0	0	0	129	12	29	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	30
65	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

66	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
66	assemblage-668-723	0	0	0	0	17	0	0	0	0	0	0	0	139	0	0	0	68	0	0	0	0	0	0	0	0	0	34	0	0	0	0	26	0	0	0	16	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	14
66	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

67	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
67	assemblage-357-802	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	28	0	0	0	0	0	0	0	0	9	0	0	0	239	0	0	54	0	0	0	0	0	0	0	0	0	0	0	36	0	18	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
67	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

68	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
68	assemblage-357-802	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	28	0	0	0	0	0	0	0	0	9	0	0	0	239	0	0	54	0	0	0	0	0	0	0	0	0	0	0	36	0	18	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
68	assemblage-386-638	0	0	0	0	6	0	0	0	0	0	0	0	23	0	0	0	200	0	0	0	0	29	0	0	0	0	0	0	129	12	29	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	30

69	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
69	assemblage-835-586	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	164	0	0	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	48	0	0	0	0	10	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	19
69	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

70	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
70	assemblage-252-585	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	222	0	0	169	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9
70	assemblage-239-581	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	236	0	0	147	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7

71	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
71	assemblage-671-734	0	0	0	0	49	8	0	0	0	0	0	0	0	0	0	65	216	0	0	11	0	0	0	11	0	0	15	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
71	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

72	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
72	assemblage-671-734	0	0	0	0	49	8	0	0	0	0	0	0	0	0	0	65	216	0	0	11	0	0	0	11	0	0	15	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
72	assemblage-668-723	0	0	0	0	17	0	0	0	0	0	0	0	139	0	0	0	68	0	0	0	0	0	0	0	0	0	34	0	0	0	0	26	0	0	0	16	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	14

73	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
73	assemblage-671-734	0	0	0	0	49	8	0	0	0	0	0	0	0	0	0	65	216	0	0	11	0	0	0	11	0	0	15	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
73	assemblage-239-581	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	236	0	0	147	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7

74	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
74	assemblage-671-734	0	0	0	0	49	8	0	0	0	0	0	0	0	0	0	65	216	0	0	11	0	0	0	11	0	0	15	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
74	assemblage-252-585	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	222	0	0	169	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9

75	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
75	assemblage-564-211	0	11	0	0	0	0	0	0	0	0	0	0	84	0	0	12	14	0	0	0	0	77	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
75	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

76	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
76	assemblage-564-211	0	11	0	0	0	0	0	0	0	0	0	0	84	0	0	12	14	0	0	0	0	77	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
76	assemblage-239-581	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	236	0	0	147	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7

77	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
77	assemblage-564-211	0	11	0	0	0	0	0	0	0	0	0	0	84	0	0	12	14	0	0	0	0	77	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
77	assemblage-252-585	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	222	0	0	169	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9

78	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
78	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
78	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

79	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
79	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
79	assemblage-668-723	0	0	0	0	17	0	0	0	0	0	0	0	139	0	0	0	68	0	0	0	0	0	0	0	0	0	34	0	0	0	0	26	0	0	0	16	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	14

80	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
80	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
80	assemblage-357-802	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	28	0	0	0	0	0	0	0	0	9	0	0	0	239	0	0	54	0	0	0	0	0	0	0	0	0	0	0	36	0	18	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22

81	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
81	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
81	assemblage-835-586	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	164	0	0	13	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	48	0	0	0	0	10	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	19

82	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
82	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
82	assemblage-239-581	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	236	0	0	147	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7

83	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
83	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
83	assemblage-252-585	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	222	0	0	169	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9

84	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
84	assemblage-393-512	0	0	0	0	179	0	0	0	0	0	0	26	0	0	0	0	83	0	0	20	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	96	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
84	assemblage-671-734	0	0	0	0	49	8	0	0	0	0	0	0	0	0	0	65	216	0	0	11	0	0	0	11	0	0	15	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14

85	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
85	assemblage-538-369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	163	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	8	28
85	assemblage-610-1007	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	54	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	13

86	assemblage-820-776	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	13	0	12	0	0	0	0	21
