Assemblage_Name	3-3-2792627	7701305-3-7260268	3-3-3124052	3682340-3-1	5541665-3-1	5523304-3-1	3-5695358-1	1953141-1546265-5052245	3-3-3850678	7793905-3-1	3644312-3-1	3-3-1720082	3-6629877-1	3-9886438-1	8645392-3-1	3-3-6938885	6244171-3-1	3-3-7260268	1734872-3-7260268	1953141-3-6003230	3654871-3-1	3-9382320-1	8480303-3-1	1953141-3-476165	1953141-2566590-1	5800560-3-1	1671985-3-1	3-3-7673967	3-3-6999428	9884308-3-1	2689898-3-7260268	1953141-7558451-1	3-3-6881358	1953141-3-1	32615-3-1	3-6125026-1	5864998-3-1	3-3-1206544	3-9441696-1	1953141-3-1891709	3401855-3-1	9807783-3-1	1953141-1546265-1	8389860-3-1	1953141-5183950-1	462590-3-1	2659062-3-1	1652337-3-1	2765921-3-1	3-3-1	3-3-3891686	3-9413072-1	1141802-3-1	6251057-3-1	3-3-8069849	3-3-5711864	3-7973110-7260268	1953141-7604589-1	3-3-7455245	3-3-7342597	3324802-3-7260268	3-3-8329235	3-3-8917779	3-3-643718	2804144-3-1	7824805-3-7260268	1953141-242181-1	0-0-4	3-4951616-1	3-3-8858437	1953141-3-9944734	4465374-3-1	8745852-3-1	3-3388209-1	1074778-3-1	1953141-5128484-1	9468241-3-1	3-3-2472484	1953141-6074356-1	3-3-2144219	3-3-4376405	3-3-4507904	3-9515965-7260268	3-2319471-7260268	467543-3-1	1953141-3-5191162	3-3-4606998	3-7172457-1	8148304-3-1	1953141-3-5808058	3-3-2941182	3-824949-1	1953141-5826880-1	3-3-7896423	3-3940319-7260268	3-3-4632144	3-3-3684327	3-5042003-1	3-7215846-1	3-1204439-1	3-3-341493	1953141-3-3240289	2096232-3-7260268	3-3-8391372	3-3-2489681	3-3-5032057	3-3-2929341	1466762-3-1	3-1102236-1	3-8594273-7260268	780773-3-1	1953141-2350155-1	3-3-4782062	8927707-3-1	3-3-9796350	3-3-9181265	326640-3-1	4991608-3-1	4431433-3-1	6791664-3-7260268	2127155-3-1	3-5285427-1	0-0-3871134	3-5211261-7260268	3-3-7355468
assemblage-42-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
assemblage-31-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9806	0	0	6	0	0	0	0	0	225	0	0	0	0	0	0	10371	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-40-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2863	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	6928	0	0	0	0	9	5	1	0	453	0	0	0	0	0	0	8304	0	0	0	0	0	0	7	0	0	0	0	0	0	13	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-4-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3706	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12132	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-3-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3888	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	615	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	40126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
assemblage-24-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3942	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	5652	0	0	0	0	0	2	0	0	226	0	0	0	0	0	0	8759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-47-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3289	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5600	0	0	0	0	0	1	0	0	488	0	0	0	0	0	0	9189	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-38-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3570	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	6615	0	0	0	0	0	38	0	0	326	0	0	0	0	0	0	8007	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-5-17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3666	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	6444	0	0	0	0	0	2	0	0	306	0	0	0	0	0	0	8131	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
assemblage-3-12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4495	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11358	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
