Seriation_Number	Assemblage	3-825984-2	1-2-600017	667985-2-0	1581759-2-4160978	4779043-2-0	1-2-8508308	1-2496825-3	2-8600665-1	3-3-2	887277-2496825-3	3-7628619-2	1-2-210006	2-4-7177737	3-3-5674464	3840620-4-6094288	0-1-0	1-2-2509824	0-2142910-0	0-2980545-0	3988491-3-2	0-5801320-1	7129940-2-0	3-3-8280483	0-1-6432484	7202287-3-2	5220143-3-2	5817480-1-0	3840620-335903-1	1-9391180-0	0-6040300-0	2-9250355-4	0-1-2788888	0-2-1	807526-2-0	2197359-3-5674464	3840620-4-1	2-3092540-1	1-1880518-0	2-4-1	2-4-4	2-0-4	1-4007708-0	1-2496825-6154100	2-4-1098832	2-1940404-1	1-9977624-3	2-9501971-1	7386862-0-4	1-2-5838455	650636-4-1	1-749490-3	1-2-3	1-2-0	3906497-2-0	0-2-4380871	0-2399781-0	1-2-3323407	1-2496825-5460886	2885977-4-1	1-2-5099040	3-4575315-2	1-6649167-0	3889758-1-0	1-761108-0	3134806-2-3
63	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
63	assemblage-425-389	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	73	0	0	0	0	20
63	assemblage-211-394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	9	0	0	0	0	0	0	0	0	0	0	9

64	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
64	assemblage-425-389	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	73	0	0	0	0	20
64	assemblage-751-198	0	0	0	0	0	0	30	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	195	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	77	156	0	0	0	0	0	0	0	0	0	0	0	15

65	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
65	assemblage-425-389	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	73	0	0	0	0	20
65	assemblage-820-494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	24	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	16

66	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
66	assemblage-425-389	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	73	0	0	0	0	20
66	assemblage-240-440	0	0	0	0	0	0	0	0	60	0	0	0	0	40	0	123	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	122	137	0	0	0	0	0	0	0	0	0	0	0	7

67	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
67	assemblage-425-389	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	73	0	0	0	0	20
67	assemblage-155-332	0	0	0	0	0	0	0	0	111	0	0	0	0	29	0	126	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	98	77	0	0	0	0	0	0	0	0	0	0	0	17

68	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
68	assemblage-425-389	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	73	0	0	0	0	20
68	assemblage-830-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	183	0	0	0	0	0	0	0	0	0	0	0	2

69	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
69	assemblage-128-357	0	0	0	0	0	0	0	0	85	0	0	0	0	24	0	152	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	65	110	0	0	0	0	0	0	0	0	0	0	0	17
69	assemblage-820-494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	24	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	16

70	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
70	assemblage-128-357	0	0	0	0	0	0	0	0	85	0	0	0	0	24	0	152	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	65	110	0	0	0	0	0	0	0	0	0	0	0	17
70	assemblage-240-440	0	0	0	0	0	0	0	0	60	0	0	0	0	40	0	123	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	122	137	0	0	0	0	0	0	0	0	0	0	0	7

71	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
71	assemblage-128-357	0	0	0	0	0	0	0	0	85	0	0	0	0	24	0	152	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	65	110	0	0	0	0	0	0	0	0	0	0	0	17
71	assemblage-155-332	0	0	0	0	0	0	0	0	111	0	0	0	0	29	0	126	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	98	77	0	0	0	0	0	0	0	0	0	0	0	17

72	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
72	assemblage-128-357	0	0	0	0	0	0	0	0	85	0	0	0	0	24	0	152	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	65	110	0	0	0	0	0	0	0	0	0	0	0	17
72	assemblage-830-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	183	0	0	0	0	0	0	0	0	0	0	0	2

73	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
73	assemblage-679-193	0	0	0	0	0	0	94	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	37	50	0	0	0	0	35	0	0	0	0	0	0	8
73	assemblage-211-394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	9	0	0	0	0	0	0	0	0	0	0	9

74	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
74	assemblage-679-193	0	0	0	0	0	0	94	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	37	50	0	0	0	0	35	0	0	0	0	0	0	8
74	assemblage-466-814	0	0	0	0	0	0	36	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	48	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	21	204	0	0	0	0	0	0	0	63	0	0	0	5

75	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
75	assemblage-679-193	0	0	0	0	0	0	94	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	37	50	0	0	0	0	35	0	0	0	0	0	0	8
75	assemblage-240-440	0	0	0	0	0	0	0	0	60	0	0	0	0	40	0	123	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	122	137	0	0	0	0	0	0	0	0	0	0	0	7

76	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
76	assemblage-679-193	0	0	0	0	0	0	94	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	37	50	0	0	0	0	35	0	0	0	0	0	0	8
76	assemblage-637-327	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	51	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	198	0	0	0	0	0	0	0	28	0	0	0	2

77	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
77	assemblage-679-193	0	0	0	0	0	0	94	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	37	50	0	0	0	0	35	0	0	0	0	0	0	8
77	assemblage-830-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	183	0	0	0	0	0	0	0	0	0	0	0	2

78	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
78	assemblage-679-193	0	0	0	0	0	0	94	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	37	50	0	0	0	0	35	0	0	0	0	0	0	8
78	assemblage-575-481	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	98	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	201	0	0	0	0	0	0	0	19	0	0	0	6

79	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
79	assemblage-427-379	0	0	0	0	0	0	0	0	43	0	0	0	0	33	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	143	125	0	0	0	0	0	0	0	0	0	0	0	17
79	assemblage-820-494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	24	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	16

80	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
80	assemblage-427-379	0	0	0	0	0	0	0	0	43	0	0	0	0	33	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	143	125	0	0	0	0	0	0	0	0	0	0	0	17
80	assemblage-240-440	0	0	0	0	0	0	0	0	60	0	0	0	0	40	0	123	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	122	137	0	0	0	0	0	0	0	0	0	0	0	7

81	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
81	assemblage-427-379	0	0	0	0	0	0	0	0	43	0	0	0	0	33	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	143	125	0	0	0	0	0	0	0	0	0	0	0	17
81	assemblage-155-332	0	0	0	0	0	0	0	0	111	0	0	0	0	29	0	126	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	98	77	0	0	0	0	0	0	0	0	0	0	0	17

82	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
82	assemblage-427-379	0	0	0	0	0	0	0	0	43	0	0	0	0	33	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	143	125	0	0	0	0	0	0	0	0	0	0	0	17
82	assemblage-830-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	183	0	0	0	0	0	0	0	0	0	0	0	2

83	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
83	assemblage-427-379	0	0	0	0	0	0	0	0	43	0	0	0	0	33	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	143	125	0	0	0	0	0	0	0	0	0	0	0	17
83	assemblage-128-357	0	0	0	0	0	0	0	0	85	0	0	0	0	24	0	152	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	65	110	0	0	0	0	0	0	0	0	0	0	0	17

84	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
84	assemblage-837-467	0	0	0	0	0	0	29	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	37	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	54	34	0	0	0	0	51	0	0	0	0	0	0	8
84	assemblage-211-394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	9	0	0	0	0	0	0	0	0	0	0	9

85	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
85	assemblage-837-467	0	0	0	0	0	0	29	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	37	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	54	34	0	0	0	0	51	0	0	0	0	0	0	8
85	assemblage-466-814	0	0	0	0	0	0	36	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	48	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	21	204	0	0	0	0	0	0	0	63	0	0	0	5

86	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
86	assemblage-837-467	0	0	0	0	0	0	29	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	37	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	54	34	0	0	0	0	51	0	0	0	0	0	0	8
86	assemblage-240-440	0	0	0	0	0	0	0	0	60	0	0	0	0	40	0	123	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	122	137	0	0	0	0	0	0	0	0	0	0	0	7

87	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
87	assemblage-837-467	0	0	0	0	0	0	29	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	37	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	54	34	0	0	0	0	51	0	0	0	0	0	0	8
87	assemblage-637-327	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	51	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	198	0	0	0	0	0	0	0	28	0	0	0	2

88	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
88	assemblage-837-467	0	0	0	0	0	0	29	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	37	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	54	34	0	0	0	0	51	0	0	0	0	0	0	8
88	assemblage-830-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	183	0	0	0	0	0	0	0	0	0	0	0	2

89	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
89	assemblage-837-467	0	0	0	0	0	0	29	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	37	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	54	34	0	0	0	0	51	0	0	0	0	0	0	8
89	assemblage-575-481	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	98	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	201	0	0	0	0	0	0	0	19	0	0	0	6

90	assemblage-600-360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
90	assemblage-837-467	0	0	0	0	0	0	29	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	37	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	54	34	0	0	0	0	51	0	0	0	0	0	0	8
90	assemblage-679-193	0	0	0	0	0	0	94	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	7	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	37	50	0	0	0	0	35	0	0	0	0	0	0	8

91	assemblage-631-326	0	0	0	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5	0	26	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	4
91	assemblage-575-481	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	98	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	201	0	0	0	0	0	0	0	19	0	0	0	6
91	assemblage-240-440	0	0	0	0	0	0	0	0	60	0	0	0	0	40	0	123	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	122	137	0	0	0	0	0	0	0	0	0	0	0	7

92	assemblage-631-326	0	0	0	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5	0	26	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	4
92	assemblage-575-481	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	98	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	201	0	0	0	0	0	0	0	19	0	0	0	6
92	assemblage-637-327	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	51	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	198	0	0	0	0	0	0	0	28	0	0	0	2

93	assemblage-631-326	0	0	0	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5	0	26	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	4
93	assemblage-575-481	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	98	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	201	0	0	0	0	0	0	0	19	0	0	0	6
93	assemblage-830-468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	183	0	0	0	0	0	0	0	0	0	0	0	2

94	assemblage-631-326	0	0	0	0	0	0	37	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	5	0	26	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	4
94	assemblage-425-389	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	73	0	0	0	0	20
