Assemblage_Name	3902999-0-2	9143347-2-4347721	3737642-4-2781075	5948515-0-2	3737642-4-1	4-2021102-2	1-0-2	1-4188253-2	1-4-6508392	4-2-8263211	4-2-5423162	5353055-2-4347721	3-8560480-1	4-4316298-4347721	9143347-2-5894505	4-2-59706	4-2-357062	1-9699303-2	5989048-2-4347721	1-9449483-2	4-2-4670568	7149137-3055450-4347721	1157640-4-1	3-8560480-1890661	3166419-0-2	4-2-2	2964998-2-4347721	3-4-2248994	1-4-1426159	1-120002-2	1-5704758-2	1-4949985-2	2248653-4-1	1754959-4-1	1-0-2245474	9747510-2-2	3033285-4-1	7397125-2-4347721	3749256-0-2	1-4-4	1-0-5098823	7149137-2-4347721	4-2-4347721	4-148792-4347721	3-4-1	4-2-3752910	4-2-9717750	3-2-0	4461067-2-4347721	3-9456718-1	1-0-1379865	3628726-2-4347721
assemblage-481-503	0	0	0	0	0	0	28	0	0	0	0	0	37	0	0	0	0	0	0	0	0	13	22	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	316	0	0	0	0	0	0	6
assemblage-494-346	0	0	0	0	0	0	161	0	0	0	0	0	38	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	28	0	0	12	195	0	13	0	0	0	0	0	0	25
assemblage-602-207	0	0	0	0	0	0	339	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	6
assemblage-346-506	0	0	0	0	0	0	77	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	206	0	0	0	0	0	0	4
assemblage-982-160	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	190	0	98	0	0	0	0	0	0	11
assemblage-486-523	0	0	0	0	0	0	35	0	0	0	0	0	36	0	0	0	0	0	0	0	0	9	18	8	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	311	0	0	0	0	0	0	6
assemblage-695-371	0	0	0	0	0	0	206	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	71	0	0	0	0	0	0	27
assemblage-276-404	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	10
assemblage-255-408	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	14	0	0	0	0	85	0	0	0	0	0	0	4
assemblage-262-403	0	0	0	0	0	0	344	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	5
assemblage-909-855	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	168	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
assemblage-566-940	0	0	0	0	0	0	47	0	0	0	0	15	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	126	0	0	0	0	0	0	11
assemblage-709-784	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	11
assemblage-715-796	0	0	0	0	0	0	156	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	198	0	105	0	0	0	0	0	0	1
assemblage-959-890	0	0	0	0	0	0	228	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	52	0	0	0	0	0	0	13
assemblage-975-843	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	40	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	8	59	0	76	0	0	0	0	0	0	10
assemblage-109-93	0	105	0	0	0	0	30	0	0	0	0	0	0	0	2	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	5	0	0	0	4	0	0	3
assemblage-843-271	0	0	0	0	0	0	41	0	0	0	0	7	0	0	0	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	25	0	6	0	0	0	0	8
assemblage-481-510	0	0	0	0	0	0	164	0	0	0	0	0	46	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	38	0	0	13	169	0	8	0	0	0	0	0	0	32
assemblage-788-124	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	11	36	0	0	0	0	0	0	8
assemblage-481-514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	222	0	0	0	0	0	0	9
assemblage-481-517	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	0	0	13	0	0	0	0	0	10
assemblage-995-168	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	87	0	0	0	0	0	0	10
assemblage-105-114	0	86	0	0	0	0	32	0	0	0	0	0	0	0	6	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	7	0	0	0	0	0	0	13
assemblage-267-419	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	6
assemblage-589-914	0	0	0	0	0	0	49	0	0	0	0	8	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	13	0	0	0	0	0	0	9
assemblage-1000-672	0	0	0	0	0	0	126	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	35	220	0	0	0	0	0	0	5
assemblage-793-122	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	13	65	0	0	0	0	0	0	25
assemblage-895-603	0	0	0	0	26	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	79	0	0	0	0	359	0	0	0	0	6	0	18
assemblage-713-782	0	0	0	0	0	0	338	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	8
assemblage-173-741	0	0	0	0	0	0	148	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	40	211	0	0	0	0	0	0	6
assemblage-491-497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	238	0	0	0	0	0	0	8
assemblage-269-411	0	0	0	0	0	0	308	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0	21	0	0	0	0	0	0	6
assemblage-154-804	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	12
assemblage-477-540	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	6	0	11	0	0	0	0	0	8
assemblage-608-784	0	0	0	0	0	0	164	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	44	219	0	0	0	0	0	0	4
assemblage-481-520	0	0	0	0	0	0	20	0	0	0	0	0	33	0	0	0	0	0	0	0	0	10	20	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	328	0	0	0	0	0	0	7
assemblage-507-342	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	165	0	0	0	0	0	0	18
assemblage-782-144	0	0	0	0	0	0	77	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	203	0	0	0	0	0	0	10
assemblage-983-854	0	0	0	0	0	0	24	0	0	0	0	0	32	0	0	0	0	0	0	0	0	11	26	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	313	0	0	0	0	0	0	7
assemblage-913-562	0	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	97	0	0	0	0	350	0	0	0	0	0	0	22
assemblage-492-530	0	0	0	0	0	0	149	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	30	219	0	0	0	0	0	0	3
assemblage-979-166	0	0	0	0	0	0	147	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	8	196	0	118	0	0	0	0	0	0	5
assemblage-1015-682	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	8	0	0	0	0	0	15
assemblage-791-131	0	0	0	0	0	0	204	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	63	0	0	0	0	0	0	17
assemblage-968-161	0	0	0	0	0	0	157	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	194	0	99	0	0	0	0	0	0	13
assemblage-962-960	0	0	0	0	0	0	175	0	0	0	0	0	51	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	32	0	0	8	180	0	20	0	0	0	0	0	0	20
assemblage-475-348	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	139	0	0	0	0	0	0	10
assemblage-597-196	0	0	0	0	0	0	173	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	188	0	87	0	0	0	0	0	0	13
assemblage-789-134	0	0	0	0	0	0	362	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	24	0	18	0	0	0	0	0	0	16
assemblage-175-734	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	18	0	0	0	0	0	2	15
assemblage-971-894	0	0	0	0	0	0	335	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	5	0	42	0	21	0	0	0	0	0	0	13
assemblage-159-732	8	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	16	54	0	0	0	0	0	0	12
assemblage-853-282	0	0	0	0	0	0	395	0	0	0	0	14	0	0	0	0	0	16	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	9
assemblage-152-802	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	13
assemblage-178-748	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	397	0	29	0	0	0	0	0	4	5
assemblage-482-319	0	0	0	0	0	0	31	0	0	0	0	0	46	0	0	0	0	0	0	0	0	6	14	14	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	287	0	0	0	0	0	0	6
assemblage-261-408	0	0	0	0	0	0	159	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	7	185	0	101	0	0	0	0	0	0	8
assemblage-688-790	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	8	0	0	0	0	0	0	0	0	0	18	0	0	0	0	109	0	0	0	0	0	0	12
assemblage-934-958	0	0	0	0	0	0	179	0	0	0	0	0	62	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	28	0	0	6	173	0	19	0	0	0	0	0	0	15
assemblage-582-927	0	5	0	0	0	0	47	0	0	0	0	7	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	20	0	0	0	0	0	0	19
assemblage-95-114	0	0	0	0	0	0	394	0	0	0	0	16	0	0	0	0	0	15	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	6	0	0	0	0	0	0	9
assemblage-601-777	0	0	0	0	0	0	56	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	392	0	23	0	0	0	0	0	13	5
assemblage-961-912	0	0	0	0	0	0	77	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	11	78	0	0	0	0	0	0	14
assemblage-605-143	0	0	0	0	0	0	53	0	0	0	0	17	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	121	0	0	0	0	0	0	6
assemblage-909-570	0	0	6	0	14	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	107	0	0	0	0	334	0	0	0	0	3	0	21
assemblage-897-580	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	12	0	0	79	0	0	0	0	351	0	0	0	0	7	0	28
assemblage-981-906	0	0	0	0	0	0	96	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	207	0	0	0	0	0	0	8
assemblage-912-570	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	69	0	0	0	0	360	0	0	0	0	5	0	32
assemblage-710-795	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	5
assemblage-168-801	0	0	0	0	0	7	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	8
assemblage-480-509	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	170	0	0	0	0	0	0	18
assemblage-457-525	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	8	0	10	0	0	0	0	0	7
assemblage-988-869	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	148	0	0	0	0	0	0	16
assemblage-996-670	36	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	30	10	0	0	0	0	0	0	21
assemblage-705-361	0	0	0	0	0	0	214	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	47	0	0	0	0	0	0	17
assemblage-580-132	0	80	0	0	0	0	40	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	14
assemblage-483-530	47	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	30	6	0	0	0	0	0	0	12
assemblage-891-577	0	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	83	0	0	0	0	367	0	0	0	0	6	0	17
assemblage-906-852	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	132	0	0	7	0	0	0	47
assemblage-953-953	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	38	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	9	53	0	85	0	0	0	0	0	0	9
assemblage-476-510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	235	0	0	0	0	0	0	4
assemblage-898-874	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	124	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
assemblage-688-386	0	0	0	0	0	0	219	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	63	0	0	0	0	0	0	8
assemblage-685-353	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	13	55	0	0	0	0	0	0	14
assemblage-362-519	0	0	0	0	0	0	362	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	37	0	26	0	0	0	0	0	0	12
assemblage-465-493	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	151	0	0	0	0	0	0	16
assemblage-360-511	0	0	0	0	0	0	105	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	207	0	0	0	0	0	0	10
assemblage-870-284	0	0	0	0	0	0	48	0	0	0	0	15	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	126	0	0	0	0	0	0	8
assemblage-613-196	0	0	0	0	0	0	330	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	21	0	0	0	0	0	0	11
assemblage-957-951	0	0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	30	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	14	50	0	82	0	0	0	0	0	0	6
assemblage-968-867	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	161	0	0	0	0	0	0	13
assemblage-601-205	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	0	0	0	0	15	0	0	0	0	104	0	0	0	0	0	0	8
assemblage-955-932	0	0	0	0	0	0	26	0	0	0	0	0	40	0	0	0	0	0	0	0	0	9	23	11	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	320	0	0	0	0	0	0	4
assemblage-971-160	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	14	0	0	0	0	86	0	0	0	0	0	0	5
assemblage-604-776	0	0	0	0	0	0	53	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	384	0	25	0	0	0	0	0	15	10
assemblage-99-118	0	0	0	0	0	0	56	0	0	0	0	13	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	129	0	0	0	0	0	0	9
assemblage-472-509	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	37	0	0	0	0	0	0	0	16	0	6	0	0	0	0	0	9	50	0	70	0	0	0	0	0	0	7
assemblage-363-501	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	11	64	0	0	0	0	0	0	26
assemblage-983-157	0	0	0	0	0	0	345	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	12
assemblage-246-404	0	0	0	0	0	0	321	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	9	0	13	0	0	0	0	0	0	8
