Assemblage_Name	881589-4513968-3	1-0-2	4315391-0-2206046	7615189-0-6811310	7615189-0-9563078	2-3-3	7615189-0-7275111	9057381-0-2	0-1-3338980	7615189-0-2092291	1-0-7158894	0-1-1	1240861-0-4	7615189-0-6819182	9314646-0-2206046	7937917-3-3	3-0-9895268	7615189-8070950-2	7615189-0-8193879	985399-0-2	3-0-1480425	2-4513968-6745780	5078583-4513968-7979611	2-4513968-3	7943172-4-0	8702025-4513968-3	2-9750565-0	3-8462156-2	5078583-4513968-3	2-4-0	2-0-2	3-0-4	3-0-2	6998671-0-2	3855138-0-2	3-315570-2206046	8574910-4-0	7615189-8459788-2092291	2-4513968-964361	5609878-0-2	1872509-0-2206046	7615189-0-2	1815904-0-2	7615189-0-4515941	5513537-0-9563078	3787830-0-2206046	3-0-2206046	5407640-3-3	7615189-0-7397176
assemblage-905-591	0	51	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13
assemblage-1007-690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	148	0	15
assemblage-1011-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	439	0	0	0	0	17	0	0
assemblage-617-770	7	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	16
assemblage-484-504	0	0	0	0	0	8	0	0	22	0	40	168	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	10	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	12
assemblage-481-503	0	0	0	0	0	144	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	61	0	13
assemblage-494-346	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	13	0	0	0	97	0	0	0	0	0	0	0	0	12	0	0	12	0	0	0	0	9	0	17
assemblage-602-207	0	0	0	0	0	301	0	0	100	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	8
assemblage-346-506	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	149	0	6
assemblage-982-160	0	0	0	0	0	22	0	0	42	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	9
assemblage-486-523	0	0	0	0	0	147	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	56	0	15
assemblage-695-371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	209	0	37
assemblage-276-404	0	0	0	0	0	12	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	49	0	8
assemblage-255-408	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	124	0	0	0	0	258	4	7
assemblage-262-403	0	0	0	0	0	267	0	0	145	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	3
assemblage-909-855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	357	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	16
assemblage-566-940	0	0	0	0	11	0	0	0	0	8	0	0	0	17	0	0	16	0	0	0	0	0	23	91	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	3	0	0	0	12
assemblage-709-784	0	0	0	0	0	7	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	42	0	14
assemblage-715-796	0	0	0	0	0	33	0	0	42	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	16
assemblage-959-890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	91	0	0	0	0	203	0	19
assemblage-975-843	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	24	0	0	0	0	0	0	0	0	0	0	4	214	0	0	0	0	94	0	13
assemblage-109-93	0	0	0	0	0	0	0	0	0	24	0	0	0	25	0	0	25	63	0	0	0	0	0	71	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	12
assemblage-843-271	0	0	0	0	0	0	0	0	0	165	0	0	0	9	0	0	0	0	24	0	0	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	204	0	49	0	0	0	0	31
assemblage-481-510	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	9	0	0	0	120	0	0	0	0	0	0	0	0	12	0	0	8	0	0	0	0	33	0	4
assemblage-788-124	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	197	0	9
assemblage-481-514	0	0	0	0	0	11	0	0	21	0	40	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	12
assemblage-481-517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	432	0	0	0	0	9	0	8
assemblage-995-168	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	19	139	0	0	0	0	251	7	12
assemblage-105-114	0	0	0	0	0	0	0	0	0	18	0	0	0	29	0	0	28	65	0	0	0	0	0	62	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	6
assemblage-267-419	0	0	0	0	0	13	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	56	0	11
assemblage-589-914	0	0	0	0	0	0	0	0	0	161	0	0	0	9	0	0	0	0	19	0	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	229	0	44	0	0	0	0	23
assemblage-1000-672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	143	0	11
assemblage-793-122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	215	0	17
assemblage-895-603	0	32	0	0	0	414	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	19	0	11
assemblage-713-782	0	0	0	0	0	300	0	0	116	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0	6
assemblage-173-741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	137	0	7
assemblage-491-497	0	0	0	0	0	10	0	0	25	0	29	193	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	7
assemblage-269-411	0	0	0	0	0	290	0	0	123	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	6
assemblage-154-804	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	11	154	106	0	0	0	0	0	0	0	0	0	133	11	0	0	0	0	0	8
assemblage-477-540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	15	0	7
assemblage-608-784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	133	0	11
assemblage-481-520	0	0	0	0	0	146	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	60	0	15
assemblage-507-342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	387	0	12
assemblage-782-144	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	143	0	7
assemblage-983-854	0	0	0	0	0	144	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	65	0	9
assemblage-913-562	0	43	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	20	0	4
assemblage-492-530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	143	0	15
assemblage-979-166	0	0	0	0	0	20	0	0	36	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	12
assemblage-1015-682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	11	0	10
assemblage-791-131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	59	0	0	0	0	213	0	25
assemblage-968-161	0	0	0	0	0	22	0	0	48	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	18
assemblage-962-960	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	13	0	0	0	104	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	40	0	3
assemblage-475-348	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	398	0	5
assemblage-597-196	0	0	0	0	0	25	0	0	45	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	6	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	12
assemblage-789-134	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	65	0	5
assemblage-175-734	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	15
assemblage-971-894	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	68	0	3
assemblage-159-732	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	36	0	15
assemblage-853-282	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	15
assemblage-152-802	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	13	149	82	0	0	0	0	0	0	0	0	0	135	13	0	0	0	0	0	14
assemblage-178-748	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	8	0	6
assemblage-482-319	0	0	0	0	0	140	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	59	0	9
assemblage-261-408	0	0	0	0	0	26	0	0	43	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	9
assemblage-688-790	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	21	131	0	0	0	0	258	13	15
assemblage-934-958	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	5	0	0	0	117	0	0	0	0	0	0	0	0	11	0	0	19	0	0	0	0	33	0	8
assemblage-582-927	0	0	0	0	0	0	0	0	0	167	0	0	0	7	0	0	0	0	14	0	0	0	18	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	217	0	39	0	0	0	0	21
assemblage-95-114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	26
assemblage-601-777	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	16
assemblage-961-912	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	176	0	9
assemblage-605-143	0	0	0	0	9	0	0	0	0	12	0	0	0	23	0	0	12	0	0	0	0	0	14	90	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	12
assemblage-909-570	0	48	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	16	0	6
assemblage-897-580	0	44	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6
assemblage-981-906	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	159	0	8
assemblage-912-570	0	40	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	17	0	16
assemblage-710-795	0	0	0	0	0	12	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	46	0	7
assemblage-168-801	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	15	143	95	0	0	0	0	0	0	0	0	0	133	12	0	0	0	0	0	13
assemblage-480-509	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	401	0	7
assemblage-457-525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	13	0	8
assemblage-988-869	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	402	0	4
assemblage-996-670	8	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	10
assemblage-705-361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	83	0	0	0	0	196	0	16
assemblage-580-132	0	0	0	0	0	0	0	0	0	25	0	0	0	30	0	0	34	53	0	0	0	0	0	48	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	11
assemblage-483-530	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	11
assemblage-891-577	0	44	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	20	0	8
assemblage-906-852	0	13	0	0	0	98	0	0	8	0	7	46	17	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	100	44	25	4	0	0	0	0	0	0	0	0	29	0	0	0	0	52	0	29
assemblage-953-953	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	30	0	0	0	0	0	0	0	0	0	0	9	209	0	0	0	0	104	0	8
assemblage-476-510	0	0	0	0	0	6	0	0	32	0	39	197	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	11	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	11
assemblage-898-874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	364	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9
assemblage-688-386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	81	0	0	0	0	206	0	28
assemblage-685-353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	191	0	11
assemblage-362-519	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	58	0	10
assemblage-465-493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	390	0	15
assemblage-360-511	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	133	0	7
assemblage-870-284	0	0	0	0	8	0	0	0	0	8	0	0	0	18	0	0	23	0	0	0	0	0	22	92	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	18
assemblage-613-196	0	0	0	0	0	272	0	0	139	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	6
assemblage-957-951	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	25	0	0	0	0	0	0	0	0	0	0	7	213	0	0	0	0	106	0	6
assemblage-968-867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	427	0	3
assemblage-601-205	0	0	0	0	0	7	0	0	12	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	34	127	0	0	0	0	225	7	15
assemblage-955-932	0	0	0	0	0	146	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	68	0	13
assemblage-971-160	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	23	116	0	0	0	0	258	5	13
assemblage-604-776	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	4	0	7
assemblage-99-118	0	0	0	0	11	0	0	0	0	16	0	0	0	10	0	0	12	0	0	0	0	0	20	101	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	13
assemblage-472-509	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	86	0	17
assemblage-363-501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	191	0	14
assemblage-983-157	0	0	0	0	0	274	0	0	121	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	0	6
assemblage-246-404	0	0	0	0	0	279	0	0	132	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	4
assemblage-457-531	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	6	0	11
assemblage-1014-702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	162	0	14
assemblage-120-123	0	0	0	0	0	0	0	0	0	151	0	0	0	7	0	0	0	0	11	0	0	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	12	0	0	0	216	0	53	0	0	0	0	26
assemblage-481-361	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	393	0	5
assemblage-364-510	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	69	0	15
assemblage-640-200	0	0	0	0	0	28	0	0	34	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	14
