Assemblage_Name	1807666-1-1	6334506-1-2	2-1-1807070	2712676-4-1	8139570-4-1	0-8184127-3	114927-4-1	9331677-3-3	3-4-1397596	0-3-9928162	614292-4-4	2-1108444-1	4-4-9553351	0-3-3519711	0-36734-3	4-8085772-1	2-7153720-2	3-5172071-4	7139811-3-3	1-3-1	9996851-1-1	4-3730190-1	1129080-1-2	2-1-2	2-1-1	4-4-6142845	3-4-3	3-4-4	2-1-2673443	4-4-5636814	2-1-806249	2-1-5138464	4-1498874-1	0-3-1780733	4-4-1	4988330-4-1	2-8336232-2	0-6687833-3	4-4-6414502	0-3-3	1-3-2364009	4-4-8013218	2-4907191-2	9129848-4-1	1179199-4-1
assemblage-449-859	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	59	0	0	11	0	0	11	0	0	0	396	0	0	0	0	17	0	0	0	0	0
assemblage-519-790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	379	0	0	0	0	10	0	0	0	0	0
assemblage-896-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	98	0	0	0	0	0	0	273	0	0	0	0	47	0	0	0	0	0
assemblage-292-758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	30	9	0	0	0	5	0	0	137	0	101	0	0	1	0	0	1	0	0
assemblage-982-555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	97	0	0	17	0	0	0	73	0	0	0	0	100	0	0	0	0	0
assemblage-453-873	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	67	0	0	2	0	0	54	0	0	0	369	0	0	0	0	7	0	0	0	0	0
assemblage-431-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	105	0	0	189	0	0	2	0	0	0	93	0	0	0	0	110	0	0	0	0	0
assemblage-893-534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	1	0	0	267	0	0	0	0	0	0	90	0	1	0	0	102	0	0	0	0	0
assemblage-679-532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	84	0	0	0	0	0	0	380	0	0	0	0	1	0	0	0	0	0
assemblage-286-770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	33	5	0	0	0	0	0	0	69	0	167	0	0	5	0	0	0	0	0
assemblage-908-531	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	91	18	0	0	111	0	0	0	0	0	0	223	0	1	0	0	55	0	0	0	0	0
assemblage-663-338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	95	0	0	188	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0
assemblage-280-773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	52	11	0	0	0	0	0	0	124	0	162	0	0	5	0	0	0	0	0
assemblage-886-922	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	170	0	0	101	0	0	0	0	0	0	95	0	0	0	0	132	0	0	0	0	0
assemblage-437-859	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	48	0	0	16	0	0	0	227	0	0	0	0	50	0	0	0	0	0
assemblage-859-902	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	183	0	0	88	0	0	2	0	0	0	139	0	0	0	0	84	0	0	0	0	0
assemblage-959-573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	12	0	0	13	0	0	0	176	0	0	0	0	87	0	0	0	0	0
assemblage-290-757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	54	13	0	0	0	0	0	0	73	0	134	0	0	2	0	0	0	0	0
assemblage-838-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	0	0	264	0	0	0	0	0	0	101	0	0	0	0	107	0	0	0	0	0
assemblage-871-934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	148	0	0	0	0	0	0	107	0	0	0	0	31	0	0	0	0	0
assemblage-662-336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	113	0	0	213	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0
assemblage-683-534	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	4	88	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0
assemblage-183-460	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	278	0	0	0	0	90	0	0	0	0	0
assemblage-417-616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26	0	3	0	0	0	0	284	0	0	0	0	186	0	0	0	0	0
assemblage-905-202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	147	0	0	0	0	0	0	93	0	0	0	0	45	0	0	0	0	0
assemblage-864-937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	133	0	0	0	0	0	0	151	0	0	0	0	42	0	0	0	0	0
assemblage-172-255	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	101	15	0	0	130	0	0	0	0	0	0	175	0	3	2	0	73	0	0	0	0	0
assemblage-177-255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	77	0	0	31	0	0	0	0	0	0	93	0	0	0	0	297	0	0	0	0	0
assemblage-679-528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	5	64	0	0	0	0	0	0	370	0	0	0	0	0	1	0	0	0	0
assemblage-901-502	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	23	89	0	0	70	0	0	0	0	0	0	209	0	4	4	0	94	0	0	0	0	0
