Assemblage_Name	9377849-3-4	2-3-4	2-4296702-4	2-7732660-4	2-3-4081760	9384108-4-2	4152991-3-4	2-3-9201080	2-8846674-4	0-3-3	5648863-4-2	2-6003833-4	2-3-2034368	4-3-0	2-2935840-2	1-2-2155108	1-2-4	3-2-1	3-2-4	2-4-2	610163-3-4	2810163-3-0
assemblage-971-557	0	110	0	0	0	0	0	0	0	0	0	1	0	238	0	0	0	0	0	151	0	0
assemblage-958-564	0	193	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	98	0	0
assemblage-445-863	0	204	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	28	0	0
assemblage-677-345	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	299	0	0	0	0	0
assemblage-170-261	0	14	0	0	0	0	0	0	0	0	0	0	0	106	0	0	30	234	0	116	0	0
assemblage-497-792	0	276	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0
assemblage-950-563	0	204	0	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	266	0	0
assemblage-692-536	0	369	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	120	0	0	0
assemblage-685-521	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
assemblage-420-624	0	8	0	0	0	0	0	0	0	0	0	0	0	58	1	0	0	52	9	372	0	0
assemblage-676-526	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
assemblage-508-767	0	173	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	50	0	0
assemblage-437-632	0	317	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	175	0	6	0	0
assemblage-664-337	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	204	7	0	0	0	0
assemblage-771-241	0	134	0	0	0	0	15	0	0	0	0	0	0	284	0	0	0	0	0	67	0	0
assemblage-780-257	0	362	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	22	0	0
assemblage-888-936	0	1	0	0	0	0	0	0	0	0	0	0	0	62	11	0	0	139	16	271	0	0
assemblage-676-332	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	268	0	0	0	0	0
assemblage-954-553	0	236	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	236	0	0
assemblage-190-453	0	223	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	88	0	0
assemblage-183-441	0	365	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	1	0	0
assemblage-830-593	0	291	0	0	0	0	0	0	0	0	0	0	0	163	0	0	9	0	37	0	0	0
assemblage-170-271	0	45	0	0	0	0	0	0	0	0	0	0	0	84	0	0	20	126	0	225	0	0
assemblage-181-246	0	72	0	0	0	0	0	0	0	0	0	0	0	79	0	0	46	195	0	108	0	0
assemblage-782-255	0	460	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	4	0	0
assemblage-902-178	0	288	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	119	2	62	0	0
assemblage-492-757	0	206	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	291	0	0
assemblage-776-257	0	232	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	30	0	0
assemblage-771-259	0	86	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	126	0	0
assemblage-690-342	0	7	0	0	0	0	0	0	0	0	0	0	0	194	0	0	299	0	0	0	0	0
assemblage-797-258	0	116	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	110	0	0
assemblage-508-798	0	413	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
assemblage-782-274	0	336	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	57	0	0
assemblage-420-639	0	295	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	157	0	44	0	0
assemblage-771-248	0	282	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	55	0	0
assemblage-886-516	0	60	0	0	0	0	0	0	0	0	0	0	0	51	0	0	18	251	0	117	0	3
assemblage-291-763	0	0	0	0	0	5	0	0	0	3	5	0	0	0	0	0	0	99	0	388	0	0
assemblage-413-610	0	10	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	59	8	369	0	0
assemblage-182-455	0	297	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	41	0	0
assemblage-898-531	0	4	0	0	0	0	0	0	0	0	0	0	0	63	0	0	6	292	0	135	0	0
assemblage-195-426	0	125	0	0	0	0	3	0	0	0	0	0	0	337	0	0	0	0	0	35	0	0
assemblage-529-794	0	459	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	5	0	0
assemblage-884-199	0	212	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	50	3	97	0	0
assemblage-452-848	0	453	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	46	0	0
assemblage-666-337	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	241	0	0	0	0	0
assemblage-849-602	0	325	0	0	0	0	0	0	0	0	0	0	0	133	0	0	13	0	29	0	0	0
assemblage-279-758	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	150	0	345	0	0
assemblage-895-535	0	30	0	0	0	0	0	0	0	0	0	0	0	79	0	0	16	249	0	126	0	0
assemblage-794-248	0	270	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	90	0	0
assemblage-174-245	0	251	0	0	0	0	0	0	0	0	0	0	0	143	0	0	48	0	58	0	0	0
assemblage-513-755	0	150	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	91	0	0
assemblage-899-198	0	420	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	68	0	2	0	0
assemblage-678-345	0	1	0	0	0	0	0	0	0	0	0	0	0	231	0	1	267	0	0	0	0	0
assemblage-894-203	0	463	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	24	0	3	0	0
assemblage-180-449	0	234	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	61	0	0
assemblage-850-598	0	281	0	2	0	0	0	0	0	0	0	0	0	130	0	0	13	0	73	0	1	0
assemblage-417-639	0	267	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	206	0	22	0	0
assemblage-852-918	0	324	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	147	0	3	0	0
assemblage-705-516	0	286	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	205	8	0	0
assemblage-186-264	0	217	0	0	0	0	0	0	0	0	0	0	0	157	0	0	24	0	102	0	0	0
assemblage-173-455	0	481	0	0	0	0	0	0	3	0	0	0	0	14	0	0	0	0	0	2	0	0
assemblage-908-197	0	12	0	0	0	0	0	0	0	0	0	0	2	17	12	0	0	64	35	358	0	0
assemblage-450-863	0	239	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	22	0	0
assemblage-901-532	0	56	2	0	0	0	0	0	0	0	0	0	0	50	0	0	1	120	0	271	0	0
assemblage-867-918	0	177	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	54	14	176	0	0
assemblage-879-531	0	17	0	0	0	0	0	0	0	0	0	0	0	120	0	0	11	144	0	208	0	0
assemblage-495-766	0	177	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	114	0	0
assemblage-860-926	0	17	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	67	14	366	0	0
assemblage-528-774	0	324	0	0	2	0	0	0	0	0	0	0	0	145	0	0	0	0	0	29	0	0
assemblage-841-575	0	319	0	0	0	0	0	0	0	0	0	0	0	118	0	0	4	0	59	0	0	0
assemblage-499-767	0	194	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	262	0	0
assemblage-173-273	0	17	0	0	0	0	0	0	0	0	0	0	0	118	0	0	3	173	0	189	0	0
assemblage-969-543	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0
assemblage-195-446	0	302	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	74	0	0
assemblage-429-621	0	389	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	101	0	5	0	0
assemblage-956-542	0	142	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	126	0	0
assemblage-671-350	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	239	0	0	0	0	0
assemblage-169-239	0	191	0	0	0	0	0	0	0	0	0	0	0	229	0	0	14	0	66	0	0	0
assemblage-292-745	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	1	140	0	342	0	0
assemblage-864-913	0	8	0	0	0	0	0	0	0	0	0	0	0	22	1	0	0	48	36	385	0	0
assemblage-832-592	2	338	0	1	0	0	0	0	0	0	0	0	0	88	0	0	19	0	52	0	0	0
assemblage-443-865	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
assemblage-418-644	0	143	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	109	2	187	0	0
assemblage-959-569	0	144	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	337	0	0
assemblage-683-524	0	114	0	0	0	3	0	0	0	1	1	0	0	95	0	0	80	46	54	106	0	0
assemblage-526-770	0	229	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	258	0	0
assemblage-523-789	0	444	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	6	0	0
assemblage-534-777	0	234	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	57	0	0
assemblage-841-587	0	31	0	0	0	0	0	0	0	0	0	0	0	95	0	0	3	241	0	130	0	0
assemblage-868-891	0	58	0	0	0	0	0	0	0	0	0	0	0	40	3	0	0	47	8	344	0	0
assemblage-449-859	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0
assemblage-519-790	0	205	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	45	0	0
assemblage-896-198	0	232	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	90	1	50	0	0
assemblage-292-758	0	0	0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	156	5	315	0	0
assemblage-982-555	0	253	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	212	0	0
assemblage-453-873	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0
assemblage-431-636	0	7	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	57	15	402	0	0
assemblage-893-534	0	20	0	0	0	0	0	0	0	0	0	0	0	125	0	0	10	165	0	179	0	1
assemblage-679-532	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0
assemblage-286-770	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	214	0	283	0	0
assemblage-908-531	0	18	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	134	0	218	0	0
assemblage-663-338	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	289	0	0	0	0	0
assemblage-280-773	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	91	0	405	0	0
assemblage-886-922	0	13	0	0	0	0	0	0	0	0	0	0	0	23	3	0	0	25	14	422	0	0
assemblage-437-859	0	253	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	156	0	0
assemblage-859-902	0	3	0	0	0	0	0	0	0	0	0	0	0	31	4	0	0	34	1	427	0	0
assemblage-959-573	0	199	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	279	0	0
assemblage-290-757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	305	0	0
assemblage-838-622	0	108	0	0	0	0	0	0	0	0	0	0	0	97	0	0	5	160	0	130	0	0
assemblage-871-934	0	214	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	37	6	102	0	0
assemblage-662-336	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	244	2	0	1	0	0
assemblage-683-534	0	438	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	61	0	0	0
assemblage-183-460	0	262	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	57	0	0
assemblage-417-616	0	406	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	73	0	4	0	0
assemblage-905-202	0	293	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	66	3	49	0	0
assemblage-864-937	0	221	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	40	41	104	0	0
assemblage-172-255	0	7	0	0	0	0	0	0	0	0	0	0	0	136	0	0	7	74	0	276	0	0
assemblage-177-255	0	129	0	0	0	0	0	0	0	0	0	0	0	212	0	0	6	1	152	0	0	0
assemblage-679-528	0	324	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	158	0	0	0
assemblage-901-502	0	11	0	0	0	0	0	0	0	0	0	0	0	71	0	0	1	188	0	229	0	0
